,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Hand,Education,Only child,Home Town Type,Home Type
502,4,3,5,2,2,2,2,4,4,2,1,5,2,3,3,3,3,2,1,5,3,5,5,2,4,5,3,3,4,3,5,4,3,5,3,2,5,4,5,3,1,3,5,4,3,4,5,3,4,4,3,3,2,3,5,3,4,4,4,3,5,5,4,1,1,1,1,3,5,3,3,1,3,tried smoking,social drinker,4,3,2,4,3,4,4,4,4,3,4,3,2,2,4,4,3,4,2,3,1,3,2,4,2,3,3,4,5,3,3,5,on time,sometimes,2,2,4,3,3,4,4,3,3,1,3,3,3,2,3,4,4,3,4,4,4,4,3,less than an hour a day,3,4,4,4,4,4,4,17,182,84,1,male,right,secondary school,no,city,house/bungalow
503,5,3,3,5,1,5,3,3,3,1,1,1,2,5,4,4,4,1,5,5,1,1,4,4,2,1,5,4,3,1,3,5,1,1,5,3,3,1,5,5,5,5,2,5,4,2,1,5,4,5,3,5,1,2,1,1,1,2,2,5,5,3,1,1,1,1,1,1,1,1,1,1,1,never smoked,social drinker,3,2,3,5,5,3,3,4,5,1,4,4,2,1,3,5,5,3,1,5,1,4,3,4,4,3,3,3,5,4,3,4,on time,sometimes,3,5,5,3,5,1,1,5,5,4,3,1,5,4,3,4,3,3,5,5,5,5,1,few hours a day,3,1,4,4,3,1,2,18,173,65,3,female,right,secondary school,no,city,block of flats
504,5,3,1,3,4,5,3,2,4,2,1,3,4,2,3,4,5,5,2,5,2,3,5,4,3,5,5,5,4,5,5,3,5,3,4,3,5,4,5,4,1,5,4,5,4,4,2,3,5,5,4,3,4,3,5,1,1,3,4,4,5,4,1,1,1,2,4,2,2,3,1,3,2,former smoker,drink a lot,3,5,2,5,2,2,5,2,5,5,5,5,2,3,2,2,2,5,2,5,4,1,4,2,1,5,1,2,5,4,3,5,late,only to avoid hurting someone,2,5,4,1,5,4,3,4,4,2,4,2,2,1,4,5,5,4,3,5,4,1,3,few hours a day,1,4,5,5,4,4,5,26,183,90,5,male,right,masters degree,no,village,house/bungalow
505,2,3,2,2,2,2,2,2,4,4,4,3,3,3,3,4,2,1,1,1,1,1,4,5,2,2,4,4,4,2,2,1,2,2,3,3,4,5,4,2,2,2,1,3,2,2,2,2,1,2,1,1,1,4,4,1,1,1,4,3,5,4,2,1,1,1,2,1,1,1,1,1,2,tried smoking,drink a lot,5,3,1,4,3,4,3,5,5,4,4,4,2,3,3,5,5,4,3,3,1,1,2,4,3,4,5,2,3,3,2,3,late,sometimes,2,2,3,4,3,4,4,2,4,2,4,4,5,3,3,3,5,3,3,3,3,4,2,few hours a day,1,1,5,4,5,5,5,22,186,65,0,male,right,college/bachelor degree,yes,city,block of flats
506,5,3,4,3,1,5,4,4,2,4,3,5,4,5,2,5,3,3,5,5,1,4,3,3,3,2,5,5,5,1,4,5,4,2,1,2,1,4,1,5,2,5,5,3,2,1,2,5,5,5,3,5,5,2,4,5,2,4,3,5,4,4,1,1,1,3,1,1,1,1,1,5,5,former smoker,social drinker,4,2,2,5,4,4,5,5,5,4,4,5,4,2,5,5,4,4,1,2,1,1,1,4,2,5,3,5,5,4,3,4,on time,never,2,5,5,5,4,4,4,4,5,4,5,5,3,3,4,4,3,4,4,1,4,4,4,few hours a day,4,3,1,2,4,5,4,18,170,75,2,female,right,secondary school,no,city,block of flats
507,5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,5,1,1,5,3,5,5,3,3,3,3,4,4,4,1,1,1,4,3,1,3,2,1,4,5,3,4,1,3,1,5,1,5,3,3,3,1,3,3,3,2,4,2,4,3,1,1,3,3,3,3,1,2,3,tried smoking,social drinker,3,3,3,1,3,3,4,3,3,3,3,1,1,2,3,1,5,5,1,5,3,3,3,3,3,3,1,5,4,3,1,3,early,everytime it suits me,4,3,3,4,3,3,4,3,3,3,4,3,5,3,3,3,3,3,1,1,3,3,3,few hours a day,3,3,3,2,3,2,3,17,175,64,0,male,right,secondary school,yes,city,house/bungalow
508,5,3,5,5,2,5,3,3,3,1,1,5,1,5,4,5,5,1,4,4,3,4,5,4,4,4,5,5,5,3,3,4,5,2,4,3,3,3,2,3,2,2,2,2,5,3,5,5,5,2,5,1,3,2,5,4,2,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,never smoked,social drinker,4,5,3,4,4,3,2,4,4,2,5,2,2,2,3,5,3,4,2,5,3,4,3,4,2,3,3,2,5,3,5,3,on time,everytime it suits me,3,4,2,4,3,2,1,5,3,3,5,1,3,2,4,4,5,3,1,3,3,3,3,less than an hour a day,4,3,3,3,3,3,3,22,175,86,6,female,left,college/bachelor degree,no,city,block of flats
509,5,3,2,4,1,5,5,5,5,3,4,1,2,3,3,3,4,2,5,5,2,2,5,5,5,1,4,2,3,1,5,2,2,1,1,1,5,2,1,1,1,5,3,4,2,2,1,5,2,5,2,5,2,1,2,1,5,5,2,5,5,1,1,1,1,1,1,1,1,1,3,1,4,tried smoking,social drinker,2,4,2,5,2,3,5,5,4,5,3,3,4,1,5,5,5,4,1,5,2,2,2,5,3,4,3,4,5,2,1,2,early,everytime it suits me,5,5,5,4,4,3,4,5,4,1,3,4,4,4,2,3,1,2,1,4,5,4,2,few hours a day,4,4,2,4,4,1,1,21,168,49,1,female,right,secondary school,no,city,block of flats
510,5,4,5,2,1,3,4,5,3,1,3,4,2,4,2,2,5,4,2,4,1,2,4,5,1,4,3,3,2,1,2,3,5,1,3,1,4,2,4,5,4,1,1,5,4,4,1,3,2,1,5,1,1,2,3,2,5,5,4,4,5,2,1,2,5,4,1,2,4,5,4,5,4,tried smoking,social drinker,3,3,5,4,3,4,4,5,5,2,4,2,1,2,4,1,4,4,4,4,2,3,3,4,2,2,4,4,5,3,2,4,early,sometimes,2,1,5,4,2,3,4,4,4,4,3,5,4,4,4,4,1,3,2,2,3,4,2,few hours a day,1,5,4,3,5,2,3,21,162,51,3,female,right,college/bachelor degree,no,village,house/bungalow
511,5,3,3,2,2,4,3,3,4,2,2,1,3,2,5,5,3,1,2,5,2,2,4,3,2,4,5,5,4,2,2,4,4,4,1,1,3,1,2,1,1,5,3,5,3,1,1,2,3,5,4,5,1,2,1,2,2,2,2,4,5,2,5,2,2,2,3,2,4,2,3,2,3,tried smoking,social drinker,2,2,2,4,2,2,1,2,4,1,5,3,2,2,2,5,5,4,2,4,1,3,2,5,2,5,4,4,5,3,1,3,late,sometimes,4,3,3,3,2,3,3,5,3,2,3,3,4,4,3,3,4,3,3,5,3,3,1,few hours a day,2,2,3,5,2,1,2,19,171,49,3,female,right,secondary school,no,village,house/bungalow
512,4,4,2,1,3,2,1,4,3,2,3,4,3,3,3,2,4,3,3,4,3,4,4,4,5,3,2,2,4,2,5,3,2,4,4,3,4,4,3,3,2,4,4,5,2,2,4,3,4,3,3,3,2,4,4,2,3,2,4,2,5,4,2,3,2,1,1,2,2,2,1,1,1,former smoker,drink a lot,3,3,2,2,2,4,2,4,4,1,4,4,1,1,4,1,3,4,1,3,1,2,1,2,1,5,1,1,4,3,1,5,late,never,5,5,2,2,4,2,1,2,3,2,3,1,3,1,5,5,5,4,2,4,5,1,1,few hours a day,1,2,3,5,4,4,2,26,186,98,1,male,right,college/bachelor degree,yes,city,house/bungalow
513,5,3,5,3,3,5,5,2,3,1,2,5,5,5,3,2,5,5,3,5,1,3,3,5,1,5,2,3,5,3,2,2,4,1,1,4,4,1,2,5,5,3,3,5,5,1,1,4,5,1,5,1,1,4,5,1,2,4,5,4,5,5,4,1,2,5,2,2,4,4,2,4,4,former smoker,drink a lot,3,2,3,4,5,1,1,2,4,2,5,2,2,2,5,1,5,5,2,4,4,3,4,5,3,5,3,1,5,3,1,5,late,sometimes,2,5,2,5,2,4,3,5,5,1,4,5,3,2,5,5,3,3,3,5,4,3,1,few hours a day,4,4,4,5,4,2,4,19,159,52,3,female,right,college/bachelor degree,no,village,house/bungalow
514,5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,5,5,5,5,3,5,5,5,5,4,2,5,2,2,1,3,4,4,5,3,2,3,1,3,4,2,1,5,1,1,4,1,1,1,5,5,3,1,4,5,2,3,4,4,1,2,2,2,2,5,3,1,3,3,never smoked,social drinker,3,1,5,5,3,3,1,2,3,3,3,5,1,5,5,3,3,3,3,3,3,3,5,5,3,4,4,3,1,3,1,2,early,only to avoid hurting someone,2,1,3,3,3,2,1,4,3,5,3,5,1,3,3,4,3,4,1,2,3,3,3,few hours a day,3,4,3,3,3,3,3,20,197,100,1,male,right,college/bachelor degree,no,village,house/bungalow
515,5,3,5,2,2,2,2,5,5,4,4,2,3,2,4,4,2,3,2,5,3,4,4,4,4,3,2,4,3,2,3,4,3,5,3,3,3,3,5,2,1,5,4,5,3,4,1,2,4,5,5,1,1,1,4,1,3,4,2,4,5,3,1,4,1,3,4,3,3,2,3,3,3,current smoker,social drinker,3,5,4,2,4,5,1,4,4,1,5,3,2,2,5,5,5,4,1,4,2,2,4,4,2,3,3,5,1,2,2,5,on time,sometimes,4,4,2,3,4,2,4,4,5,3,4,5,3,3,5,4,3,3,2,2,5,3,3,few hours a day,4,4,2,4,4,3,3,25,167,49,1,female,right,college/bachelor degree,yes,city,house/bungalow
516,5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,5,4,3,5,1,3,2,1,1,2,1,5,2,2,3,3,3,5,5,1,1,1,2,2,3,1,1,5,1,1,1,1,1,1,5,5,1,1,2,5,1,5,5,2,1,1,1,1,1,1,1,1,1,1,former smoker,drink a lot,3,3,2,1,1,1,1,3,3,5,5,5,2,4,1,4,1,5,1,3,2,1,3,4,1,5,3,1,2,3,1,5,late,sometimes,2,4,1,1,4,4,1,1,5,4,2,1,1,1,5,5,5,4,1,5,4,2,1,few hours a day,1,2,5,5,3,5,3,23,192,86,1,male,right,secondary school,no,city,block of flats
517,5,3,4,1,1,1,1,3,3,1,3,4,5,1,3,5,1,3,1,5,5,5,5,3,2,3,2,2,4,3,5,5,3,5,3,3,4,4,4,2,2,4,5,5,4,4,5,2,3,4,1,3,1,5,5,1,1,4,4,2,5,5,5,1,1,1,1,1,1,1,1,1,1,tried smoking,social drinker,5,5,5,2,5,4,2,5,5,1,4,5,1,1,3,5,1,5,1,5,1,3,5,5,1,3,5,1,4,3,2,5,on time,only to avoid hurting someone,3,5,1,5,5,3,2,4,5,2,4,1,2,2,5,5,4,3,2,4,5,4,2,less than an hour a day,2,4,5,5,5,5,5,24,190,84,1,male,right,college/bachelor degree,yes,city,house/bungalow
518,5,2,3,1,2,3,4,5,3,1,2,2,2,3,3,2,4,1,3,5,1,2,5,4,2,3,4,4,4,1,3,3,4,1,2,2,3,1,2,5,5,5,3,5,5,1,1,2,1,2,3,2,2,3,2,4,1,4,3,4,5,1,2,1,2,2,3,5,5,5,4,5,4,never smoked,social drinker,2,1,4,3,4,4,2,4,5,1,5,3,2,2,5,4,5,4,1,4,3,2,4,4,2,2,4,4,1,3,2,3,on time,sometimes,2,2,4,4,2,2,3,4,2,2,3,5,4,5,3,4,2,3,4,5,3,4,3,less than an hour a day,4,5,2,2,3,1,4,19,172,50,2,female,right,college/bachelor degree,no,village,house/bungalow
519,5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,5,3,3,5,2,5,2,4,4,3,2,5,2,5,1,3,4,5,5,1,3,3,2,3,5,4,3,5,2,3,3,1,1,1,5,5,1,2,2,5,1,4,5,3,1,1,1,1,1,1,1,1,3,3,never smoked,social drinker,4,1,3,2,2,3,1,3,5,1,3,5,3,1,2,1,4,5,2,5,5,2,5,4,4,4,2,4,2,3,1,2,early,sometimes,2,4,4,3,2,4,1,2,4,1,4,5,5,1,4,4,4,3,2,3,4,3,2,few hours a day,4,2,4,3,2,2,4,18,186,76,1,male,right,secondary school,no,village,house/bungalow
520,4,3,3,1,2,3,1,4,3,2,2,5,3,3,3,3,3,3,1,4,5,5,5,3,1,3,3,3,3,1,5,3,3,3,2,2,4,4,5,2,2,1,3,3,2,4,3,1,1,2,1,1,1,1,1,1,2,3,3,1,4,3,4,1,1,2,3,4,5,4,2,3,4,current smoker,social drinker,1,3,3,4,2,4,1,5,5,3,3,3,1,2,2,4,3,3,1,3,1,3,4,5,3,3,3,3,1,3,2,3,on time,only to avoid hurting someone,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,few hours a day,2,3,4,4,4,5,5,26,185,92,1,male,right,masters degree,no,city,block of flats
521,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,never smoked,never,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,on time,never,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,less than an hour a day,4,4,4,4,4,4,4,19,167,63,0,female,right,secondary school,yes,city,block of flats
522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,2,1,1,5,5,4,3,1,2,3,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,1,2,3,4,5,4,3,2,1,2,former smoker,social drinker,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,early,only to avoid hurting someone,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,less than an hour a day,3,4,5,4,3,2,1,16,170,54,2,female,right,college/bachelor degree,no,city,house/bungalow
523,5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,5,1,4,3,2,5,5,3,3,4,3,5,3,2,4,3,1,5,4,4,2,2,2,3,3,2,2,5,2,3,2,1,1,1,2,1,1,1,1,5,2,5,3,1,2,1,3,2,1,4,3,2,4,4,tried smoking,drink a lot,3,3,1,1,2,2,3,4,3,3,2,2,2,4,3,3,4,3,4,2,3,3,2,4,3,2,3,3,4,4,2,3,late,everytime it suits me,4,2,3,4,2,3,4,3,2,5,3,2,3,4,2,3,3,4,2,5,2,3,2,few hours a day,4,2,4,4,3,3,4,18,174,64,0,male,right,secondary school,yes,city,block of flats
524,5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,5,3,3,5,4,4,3,4,3,2,1,3,3,4,3,1,1,4,3,1,3,1,3,4,4,1,2,3,2,3,4,4,3,2,3,3,3,4,5,2,3,5,3,4,3,2,2,2,4,5,5,4,4,4,current smoker,social drinker,3,3,2,3,2,2,2,3,3,2,4,3,2,2,3,2,2,2,2,2,2,3,2,3,2,4,3,4,5,3,3,4,late,sometimes,3,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,4,3,3,3,3,3,3,few hours a day,3,4,2,2,2,2,2,20,170,53,1,female,right,secondary school,no,city,house/bungalow
525,5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2,2,4,1,3,3,2,2,5,5,4,2,2,2,2,5,5,4,3,2,4,current smoker,drink a lot,3,3,2,4,2,3,5,4,4,2,4,2,2,5,3,3,4,5,3,5,2,5,5,5,4,5,4,4,4,3,5,5,late,only to avoid hurting someone,2,5,3,3,4,3,2,5,3,4,3,2,4,1,4,5,5,4,5,5,4,3,2,less than an hour a day,3,3,3,4,4,4,5,17,168,70,0,female,right,college/bachelor degree,yes,city,house/bungalow
526,3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,4,1,1,4,3,3,3,4,2,4,3,4,4,3,4,2,1,5,1,3,2,2,5,4,5,1,2,2,3,3,5,5,1,1,3,5,1,1,1,2,3,5,3,1,4,2,2,2,2,2,4,2,2,2,tried smoking,social drinker,4,4,3,4,4,3,4,4,3,2,5,2,1,1,4,3,3,4,2,3,3,3,3,3,2,3,3,2,3,4,2,4,on time,sometimes,2,5,2,3,4,2,4,2,4,3,3,2,4,3,4,4,3,4,3,2,3,4,2,most of the day,2,1,2,3,3,3,4,20,171,62,0,female,left,secondary school,yes,city,block of flats
527,5,3,2,1,1,4,3,3,4,1,2,4,2,2,3,4,4,5,4,5,2,3,5,5,3,1,4,5,5,2,3,3,4,2,2,2,5,5,4,3,1,4,5,5,3,3,3,5,3,5,5,4,4,3,4,4,4,5,5,5,5,5,5,3,2,2,2,3,5,3,3,3,2,tried smoking,social drinker,4,3,3,2,2,5,2,2,5,1,3,4,1,1,5,1,5,5,2,3,1,1,5,5,5,5,2,2,3,4,3,2,early,only to avoid hurting someone,2,5,4,3,5,3,2,5,3,3,3,1,5,3,3,4,1,3,5,3,4,5,5,few hours a day,1,5,3,5,5,5,5,19,165,51,3,female,right,college/bachelor degree,no,city,block of flats
528,5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,5,1,1,5,3,1,3,5,5,5,3,3,5,5,4,2,2,5,3,3,3,2,5,2,4,2,2,2,5,4,5,5,1,2,4,5,5,3,5,4,5,5,2,5,1,3,3,2,5,2,1,1,4,1,never smoked,social drinker,5,5,4,5,5,5,3,4,5,1,5,5,1,1,3,1,1,5,2,5,1,5,5,5,1,5,4,3,5,3,1,5,late,only to avoid hurting someone,1,3,1,5,3,3,5,3,3,1,5,2,1,5,4,5,1,5,4,4,5,3,5,less than an hour a day,2,5,3,5,5,3,5,17,167,48,0,female,right,secondary school,yes,village,house/bungalow
529,5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,5,3,4,5,5,3,3,3,4,5,3,4,5,4,4,4,1,4,3,5,2,5,3,4,5,3,4,4,3,2,2,3,2,2,3,3,1,3,4,3,2,3,3,5,2,1,2,3,1,5,3,2,3,3,tried smoking,social drinker,4,4,3,4,3,5,4,5,5,4,2,4,2,1,2,4,3,4,2,4,2,3,5,5,3,2,4,3,4,4,4,3,on time,sometimes,3,3,2,3,3,3,2,4,5,3,4,5,3,1,4,3,4,4,3,5,4,3,4,few hours a day,3,5,4,3,3,3,4,18,174,64,1,male,right,secondary school,no,city,block of flats
530,4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,4,4,2,4,3,2,1,5,5,5,1,2,5,5,2,1,1,2,2,1,5,3,5,1,3,3,1,1,4,1,4,2,1,2,1,5,5,2,3,1,5,5,4,5,1,3,1,1,1,2,1,3,5,4,never smoked,social drinker,4,4,1,3,4,1,1,4,3,1,5,1,1,1,2,5,4,5,1,5,2,2,5,4,3,2,1,2,1,3,2,3,late,only to avoid hurting someone,4,2,2,4,2,2,5,5,3,2,1,4,3,5,4,3,1,3,4,4,5,3,2,less than an hour a day,2,1,1,1,2,1,4,20,171,63,1,female,right,secondary school,no,city,block of flats
531,5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,5,5,4,5,3,5,3,3,4,5,5,4,2,5,1,3,3,5,4,3,5,4,5,3,5,5,3,3,5,1,3,1,2,5,3,3,4,2,4,5,3,5,3,5,2,4,5,4,2,1,1,3,3,3,never smoked,social drinker,3,3,1,3,3,3,1,4,5,1,5,3,1,2,3,1,5,5,4,5,4,4,5,4,3,5,3,3,2,5,4,4,early,sometimes,5,5,2,4,4,2,3,4,4,1,4,2,4,3,4,5,1,4,1,1,4,4,3,most of the day,4,4,1,4,4,4,2,17,170,55,3,female,right,secondary school,no,village,house/bungalow
532,4,3,4,3,1,4,4,4,3,1,1,3,3,5,2,2,3,4,3,5,1,4,5,4,3,2,4,5,3,1,4,4,5,5,2,2,4,2,2,5,5,2,3,4,5,2,5,4,1,5,5,3,1,5,2,1,3,3,4,4,2,1,1,1,1,1,1,2,2,4,1,2,2,never smoked,social drinker,4,5,3,5,2,4,4,4,4,5,3,3,3,1,3,5,3,5,2,5,3,2,4,3,3,2,2,1,5,3,3,3,early,sometimes,4,4,2,3,3,1,2,5,3,2,4,4,3,4,5,3,3,4,5,3,2,4,3,few hours a day,2,2,4,5,3,3,3,19,190,80,1,male,left,secondary school,no,city,block of flats
533,5,3,2,2,1,2,4,5,2,2,1,5,3,2,3,3,3,3,1,5,3,3,5,4,3,5,5,5,3,2,4,5,4,5,3,2,4,1,2,1,1,4,3,3,2,5,4,3,3,4,2,1,1,4,5,1,3,4,2,3,5,5,2,2,2,3,2,1,1,1,2,2,1,current smoker,drink a lot,3,4,1,1,1,1,1,3,3,3,4,5,3,5,2,5,3,4,3,5,2,3,3,3,2,5,3,3,2,4,2,5,early,everytime it suits me,3,3,4,5,3,4,2,4,4,3,5,1,3,2,4,3,3,3,1,5,5,4,2,few hours a day,2,4,4,5,5,5,4,16,177,70,1,male,right,primary school,no,city,block of flats
534,5,3,3,1,1,3,1,3,2,1,1,4,3,5,3,4,3,3,2,5,2,2,3,2,3,1,4,4,5,1,3,3,5,2,1,1,4,4,2,3,1,4,3,3,5,2,1,4,5,2,3,3,4,1,3,1,1,5,3,1,3,1,1,2,1,2,2,2,5,4,1,3,2,tried smoking,social drinker,4,3,1,3,3,3,3,3,3,4,3,3,2,2,3,5,4,5,2,2,1,3,5,3,3,4,3,1,5,3,1,2,on time,sometimes,4,5,3,5,4,3,4,3,4,4,3,4,4,3,3,4,3,3,5,4,3,3,5,few hours a day,1,4,1,2,5,1,4,19,162,52,1,female,right,secondary school,no,city,block of flats
535,5,4,3,2,2,3,1,3,4,3,2,4,3,3,1,1,3,3,1,3,2,4,4,4,2,3,2,1,4,3,5,4,3,2,1,1,4,3,3,3,1,1,2,2,1,1,5,1,3,3,1,1,1,1,5,1,3,4,5,1,5,5,3,3,3,3,4,1,1,4,4,5,4,former smoker,social drinker,4,3,3,3,2,4,4,3,4,1,5,3,2,2,3,2,3,2,2,3,3,4,5,4,2,4,4,4,5,3,2,4,on time,sometimes,2,3,3,4,3,3,4,3,3,3,3,3,4,2,4,4,3,4,3,4,4,4,3,less than an hour a day,3,4,4,4,4,4,4,21,192,93,1,male,right,masters degree,no,village,house/bungalow
536,2,3,3,1,2,3,3,3,2,4,2,5,3,4,3,3,4,4,2,5,5,5,5,2,4,3,3,3,3,3,4,3,3,3,4,4,2,4,3,5,1,5,3,4,2,4,3,4,2,4,3,4,2,4,2,3,4,4,3,3,5,3,2,3,3,3,4,1,5,5,1,3,3,former smoker,never,2,3,3,4,2,4,3,2,5,1,4,4,3,4,1,3,3,5,3,3,4,2,4,3,3,4,4,4,3,3,5,4,on time,only to avoid hurting someone,2,3,3,4,1,5,3,3,4,4,3,4,4,4,3,3,4,1,4,1,3,5,1,few hours a day,4,3,3,4,2,4,3,24,185,120,2,male,right,doctorate degree,no,city,house/bungalow
537,4,5,3,1,1,1,1,5,2,1,1,5,1,1,1,1,1,1,1,5,5,5,5,2,4,5,2,2,2,1,5,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,5,5,1,2,3,1,2,5,4,5,1,1,1,1,1,5,1,1,1,3,tried smoking,social drinker,4,3,4,2,3,3,1,5,5,3,3,5,2,5,3,3,3,5,2,1,1,1,3,3,1,4,3,5,5,5,3,5,on time,everytime it suits me,3,3,3,2,3,3,3,3,3,3,3,3,3,1,5,4,5,5,3,5,5,3,1,less than an hour a day,5,3,5,2,1,5,5,23,190,95,1,male,right,secondary school,no,city,block of flats
538,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,2,4,2,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,5,5,3,2,2,4,1,5,5,5,4,5,5,5,1,1,1,1,5,5,3,3,1,5,current smoker,drink a lot,3,3,3,3,3,3,5,5,4,4,4,3,4,3,4,3,4,3,4,3,3,2,2,4,3,2,4,4,3,3,3,4,late,never,3,4,4,4,4,4,3,3,3,4,5,5,3,3,4,4,4,5,4,5,2,4,4,most of the day,5,5,5,5,5,5,5,30,173,69,0,female,right,secondary school,yes,city,block of flats
539,3,5,3,2,2,4,3,5,1,4,3,4,4,2,4,3,4,2,3,3,3,4,4,5,3,3,2,3,3,3,3,3,4,4,4,4,3,4,4,2,1,1,3,4,3,4,4,5,3,5,4,4,4,4,4,5,4,3,5,4,2,5,4,5,3,4,5,5,5,3,4,3,4,tried smoking,social drinker,3,4,3,4,5,5,5,4,5,5,5,3,5,4,2,3,4,4,1,2,4,2,3,4,2,3,4,4,2,3,3,4,early,only to avoid hurting someone,4,4,3,3,4,5,2,4,3,3,5,3,4,4,3,4,5,5,3,4,5,4,4,less than an hour a day,4,4,4,2,5,4,4,27,189,113,3,male,left,doctorate degree,no,city,house/bungalow
540,5,1,5,1,2,3,4,2,2,1,1,5,2,2,2,2,1,3,1,5,3,4,3,4,5,3,5,3,2,2,5,2,2,3,2,1,5,5,4,1,1,1,1,3,2,2,5,1,1,5,1,1,1,3,5,1,5,4,1,1,5,5,1,3,2,1,2,1,1,1,2,1,2,former smoker,social drinker,3,2,1,3,1,3,1,5,5,3,5,3,5,1,3,3,4,4,1,1,5,5,5,5,5,5,3,5,1,3,1,1,early,sometimes,3,3,3,5,3,3,3,3,4,3,3,3,3,1,4,4,2,4,4,4,3,3,3,few hours a day,3,4,2,4,4,4,5,19,185,65,1,male,right,secondary school,no,city,block of flats
541,5,3,3,2,1,4,3,4,5,3,3,3,3,2,2,3,2,2,2,5,4,5,4,1,1,5,3,3,3,4,5,5,4,5,2,2,5,2,3,2,1,3,5,5,4,5,4,2,3,2,5,4,1,5,3,1,3,3,4,2,5,1,1,1,1,1,2,3,1,5,2,3,3,current smoker,social drinker,4,5,3,2,3,4,5,4,3,5,5,4,3,5,5,1,4,5,4,3,1,2,1,5,3,5,3,3,5,3,3,5,on time,sometimes,1,5,4,3,3,3,1,4,3,3,4,5,4,1,4,4,5,3,1,2,1,3,1,few hours a day,3,1,4,2,3,3,4,18,160,55,2,female,right,secondary school,no,city,block of flats
